id,order_id,event_type,old_status,new_status,broker_status,price,qty,detail,created_at,exchange_error_code,exchange_error_tag,reject_category
3624,8834,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:31:11.606104+00,,,
3625,8835,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:31:11.627484+00,,,
3626,8836,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:36:11.528685+00,,,
3627,8837,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:36:11.540838+00,,,
3628,8838,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:36:29.263972+00,,,
3629,8839,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:36:29.276597+00,,,
3630,8840,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:41:18.188647+00,,,
3631,8841,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:41:18.201276+00,,,
3632,8842,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:46:18.185781+00,,,
3633,8843,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:46:18.195377+00,,,
3634,8844,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:51:18.170874+00,,,
3635,8845,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:51:18.183141+00,,,
3637,8846,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:56:18.172349+00,,,
3638,8847,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 05:56:18.185504+00,,,
3639,8848,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:01:18.177085+00,,,
3640,8849,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:01:18.187657+00,,,
3641,8850,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:06:18.177598+00,,,
3642,8851,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:06:18.192618+00,,,
3643,8852,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1567.20,11,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:11:18.205603+00,,,
3644,8853,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:11:18.233082+00,,,
3645,8854,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:11:18.24469+00,,,
3647,8855,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1567.20,11,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:16:18.231199+00,,,
3648,8856,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:16:18.253678+00,,,
3649,8857,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:16:18.264475+00,,,
3650,8858,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1567.20,11,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:21:18.168328+00,,,
3651,8859,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:21:18.188304+00,,,
3652,8860,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:21:18.198126+00,,,
3653,8861,EOD_AMO_PLACED,AMO_PENDING,SL_PLACED,"",1567.20,11,amo_id=NYMZX0028BF8 trigger=1567.20 limit=1562.50 trade_date=2026-08-24,2026-08-22 06:25:25.595501+00,,,
3654,8862,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:25:25.615333+00,,,
3655,8863,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:25:25.625267+00,,,
3656,8864,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",1634.40,20,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:26:18.263969+00,,,
3659,8865,EOD_AMO_FAILED,AMO_PENDING,REJECTED,"",217.65,149,place order request failed: indira: session expired (AU0xx): AU004 Session expired,2026-08-22 06:26:18.277206+00,,,
3672,8861,RECONCILER_FIXED,SL_PLACED,CANCELLED,Cancelled,0.00,0,reconciler: broker=Cancelled but DB=SL_PLACED → synced,2026-08-22 06:31:18.197514+00,,,
